obj_num,troupe1,troupe2,troupe3,troupe4
 ht2000880,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000883,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2004768,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000869,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000878,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000882,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000872,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000873,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000874,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000867,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000868,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000881,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000875,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000877,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000870,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000871,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000879,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000876,Hagenbeck,Wallace Bros. ,Adam Forepaugh,Sells Bros.
 ht2000546,Adam Forepaugh,Sells Bros.,Bailey Bros.,Ringling Bros.
 ht2001134,Al G. Barnes,Sells Bros.,Floto,John Robinson
 ht2004903,Al G. Barnes,Sells Bros.,Floto,John Robinson
 ht2001135,Al G. Barnes,Sells Bros.,Floto,John Robinson
 ht2001136,Al G. Barnes,Sells Bros.,Floto,John Robinson
 ht2001214,Gardner,Hemmings,Van Amburgh,
 ht2001246,P. Ryan,W. O'Dale Stevens,James Robinson,
 ht2001245,P. Ryan,W. O'Dale Stevens,James Robinson,
 ht2001244,P. Ryan,W. O'Dale Stevens,James Robinson,
 ht2004495,Barnum,Bailey Bros.,Hutchinson,
 ht2001256,Shelby Bros.,Pullman,Hamilton,
 ht2001252,Shelby Bros.,Pullman,Hamilton,
 ht2001251,Shelby Bros.,Pullman,Hamilton,
 ht2001253,Shelby Bros.,Pullman,Hamilton,
 ht2001255,Shelby Bros.,Pullman,Hamilton,
 ht2001254,Shelby Bros.,Pullman,Hamilton,
 ht2001118,Al G. Barnes,Sells Bros.,Floto,
 ht2001122,Al G. Barnes,Sells Bros.,Floto,
 ht2004900,Al G. Barnes,Sells Bros.,Floto,
 ht2001121,Al G. Barnes,Sells Bros.,Floto,
 ht2001131,Al G. Barnes,Sells Bros.,Floto,
 ht2001115,Al G. Barnes,Sells Bros.,Floto,
 ht2001132,Al G. Barnes,Sells Bros.,Floto,
 ht2001133,Al G. Barnes,Sells Bros.,Floto,
 ht2004902,Al G. Barnes,Sells Bros.,Floto,
 ht2001125,Al G. Barnes,Sells Bros.,Floto,
 ht2001126,Al G. Barnes,Sells Bros.,Floto,
 ht2001127,Al G. Barnes,Sells Bros.,Floto,
 ht2001128,Al G. Barnes,Sells Bros.,Floto,
 ht2001129,Al G. Barnes,Sells Bros.,Floto,
 ht2001130,Al G. Barnes,Sells Bros.,Floto,
 ht2001119,Al G. Barnes,Sells Bros.,Floto,
 ht2001120,Al G. Barnes,Sells Bros.,Floto,
 ht2001123,Al G. Barnes,Sells Bros.,Floto,
 ht2001117,Al G. Barnes,Sells Bros.,Floto,
 ht2004901,Al G. Barnes,Sells Bros.,Floto,
 ht2001116,Al G. Barnes,Sells Bros.,Floto,
 ht2001114,Al G. Barnes,Sells Bros.,Floto,
 ht2001124,Al G. Barnes,Sells Bros.,Floto,
 ht2001273,Melville,Maginley,Cooke,
 ht2001274,Melville,Maginley,Cooke,
 ht2001272,Melville,Maginley,Cooke,
 ht2000657,Sells Bros.,Floto,Buffalo Bill,
 ht2000659,Sells Bros.,Floto,Buffalo Bill,
 ht2000658,Sells Bros.,Floto,Buffalo Bill,
 ht2001520,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001566,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001436,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001447,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001860,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001861,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001858,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001863,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001864,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001859,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001824,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001825,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001826,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001831,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001833,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001846,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001847,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001848,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004968,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001849,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001852,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001853,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001855,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001856,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001870,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001545,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001835,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001837,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001878,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001871,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001431,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001453,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001477,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001410,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004924,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001523,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001524,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001470,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001463,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001651,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001599,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001788,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001789,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001422,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001437,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001881,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001408,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001508,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001691,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001692,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001660,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001639,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001640,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001635,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001636,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001532,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001533,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001602,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001603,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001811,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004965,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004927,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001592,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001448,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001552,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001553,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001612,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001655,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001679,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001899,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001900,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001439,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001409,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001418,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001443,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001483,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001460,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001841,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001842,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001843,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001522,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001425,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004929,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001401,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001671,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001673,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001674,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001416,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001542,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001543,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001802,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001496,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001497,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001498,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001805,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001654,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001473,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001481,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001867,Ringling Bros.,Barnum,Bailey Bros.,
 ht2005002,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001419,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001555,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001719,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001720,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001721,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004966,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004164,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001890,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001887,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001889,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001888,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001891,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001589,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001619,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001632,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001653,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001668,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001790,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001791,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001797,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001798,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001799,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001800,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004951,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004969,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001440,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001869,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004926,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001403,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001434,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001462,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004748,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001579,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001580,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001578,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001582,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001583,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001669,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001850,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001652,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004938,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001581,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001667,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001591,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001608,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001609,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001424,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001412,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001516,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004949,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001548,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001430,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001834,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004950,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001600,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004955,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001427,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001449,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001468,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001474,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001621,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001624,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001885,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004922,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004995,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001894,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001784,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001785,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001526,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001534,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001535,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001577,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001662,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001663,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001575,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004967,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001586,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001570,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001571,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001627,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001689,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001690,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001487,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001455,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001521,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001544,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001415,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001420,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001461,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001472,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001625,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001708,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001712,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001713,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001714,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001715,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001770,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001771,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001665,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001429,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004930,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001484,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001573,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001574,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001465,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001466,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001781,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001782,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001783,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001411,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001865,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001491,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001492,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001493,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001494,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001495,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004560,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001454,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001417,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001868,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001616,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001617,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004953,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001666,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001730,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004954,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001677,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001745,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001746,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001683,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001622,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001623,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001610,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001513,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001514,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004946,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001611,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001844,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004997,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001877,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001851,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001876,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001594,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001596,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001716,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001717,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001718,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001647,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001709,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001752,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001764,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001765,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001766,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001767,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001722,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001723,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001724,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004957,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001703,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001649,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001650,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001511,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001512,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004945,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001681,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001693,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001694,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001597,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001598,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004781,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001753,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001754,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001755,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001829,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001699,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001700,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001701,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001702,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004956,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001874,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004937,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001554,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004935,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001517,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001857,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004972,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004973,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001737,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001738,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001739,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001740,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001741,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001762,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001763,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001872,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001873,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001633,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001648,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004923,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004971,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001768,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001769,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001822,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001823,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001792,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001793,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001816,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001817,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001818,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001819,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001838,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004963,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001725,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001726,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004947,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001883,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001727,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001728,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001467,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001485,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001704,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001705,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001794,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001795,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004948,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001796,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001832,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001585,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001742,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001743,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001744,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001820,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001840,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001821,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001830,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001527,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001528,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001529,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001530,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001531,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001458,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001476,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001433,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001634,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001815,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001806,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001509,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001510,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001606,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001607,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001687,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001688,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001807,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001538,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001539,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001475,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001451,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001469,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001413,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001845,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001432,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004932,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001446,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001551,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001657,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001438,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001457,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001664,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001567,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001733,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001734,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004958,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001886,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001682,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004994,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001892,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001893,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001402,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001414,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001812,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001813,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001698,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001587,Ringling Bros.,Barnum,Bailey Bros.,
